peopleid3rog3,rog3,ctry,peopleid3,peopnameincountry,peopnameacrosscountries,naturalname,population,rog2,continent,regioncode,regionname,10_40window,peopleid1,affinitybloc,peopleid2,peoplecluster,populationpgac,jpscale,leastreached,frontier,workersneeded,rop25,rop25name,rop3,rol3,primarylanguagename,biblestatus,rlg3,primaryreligion,percentadherents,percentevangelical,indigenouscode,photoccversiontext,photoccversionurl,mapccversiontext,mapccversionurl,jf,audiorecordings,longitude,latitude
19211IT,IT,Italy,19211,"South Asian, general","South Asian, general","South Asian",414000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,8,307681,"South Asian",115527,urd,Urdu,5,6,Islam,4.000,0.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,12.478057,41.895888
19211IV,IV,"Côte d'Ivoire",19211,"South Asian, general","South Asian, general","South Asian",2800,AFR,Africa,8,"Africa, West and Central",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,1.000,0.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-5.27851,6.796343
19211KS,KS,"Korea, South",19211,"South Asian, general","South Asian, general","South Asian",102000,ASI,Asia,3,"Asia, Northeast",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,2,307681,"South Asian",115527,xxx,"Language unknown",0,5,Hinduism,2.000,1.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,N,N,126.8618,37.53424
19211KU,KU,Kuwait,19211,"South Asian, general","South Asian, general","South Asian",1345000,ASI,Asia,6,"Africa, North and Middle East",Y,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,27,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,2.000,0.665,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,48.000534,29.323815
19211KZ,KZ,Kazakhstan,19211,"South Asian, general","South Asian, general","South Asian",1900,ASI,Asia,5,"Asia, Central",Y,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,5.000,0.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,76.9,43.3
19211LU,LU,Luxembourg,19211,"South Asian, general","South Asian, general","South Asian",1400,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,4.000,2.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,6.11372,49.610378
19211MV,MV,Maldives,19211,"South Asian, general","South Asian, general","South Asian",4800,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,2.000,0.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,73.505468,4.174209
19211NL,NL,Netherlands,19211,"South Asian, general","South Asian, general","South Asian",230000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,5,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,4.000,1.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,4.883786,52.351992
19211NO,NO,Norway,19211,"South Asian, general","South Asian, general","South Asian",27000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,urd,Urdu,5,6,Islam,3.000,0.700,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,10.783732,59.932856
19211NZ,NZ,"New Zealand",19211,"South Asian, general","South Asian, general","South Asian",176000,SOP,Oceania,1,"Australia and Pacific",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,4,307681,"South Asian",115527,eng,English,5,5,Hinduism,4.000,2.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,173.15469,-42.60931
19211PL,PL,Poland,19211,"South Asian, general","South Asian, general","South Asian",3500,EUR,Europe,9,"Europe, Eastern and Eurasia",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,4.000,2.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,21.003295,52.195471
19211PO,PO,Portugal,19211,"South Asian, general","South Asian, general","South Asian",80000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,2,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,5.000,2.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-9.224838,38.807435
19211RO,RO,Romania,19211,"South Asian, general","South Asian, general","South Asian",1500,EUR,Europe,9,"Europe, Eastern and Eurasia",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,5.000,2.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,26.013232,44.431765
19211RP,RP,Philippines,19211,"South Asian, general","South Asian, general","South Asian",4700,ASI,Asia,2,"Asia, Southeast",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,2.000,0.100,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,120.999895,14.582612
19211RS,RS,Russia,19211,"South Asian, general","South Asian, general","South Asian",35000,ASI,Asia,9,"Europe, Eastern and Eurasia",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,3.000,0.300,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,37.425961,55.715105
19211SL,SL,"Sierra Leone",19211,"South Asian, general","South Asian, general","South Asian",17000,AFR,Africa,8,"Africa, West and Central",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,4.000,0.200,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-13.244102,8.482352
19211SO,SO,Somalia,19211,"South Asian, general","South Asian, general","South Asian",25000,AFR,Africa,7,"Africa, East and Southern",Y,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,guj,Gujarati,5,6,Islam,0.250,0.090,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,45.329792,2.033722
19211SP,SP,Spain,19211,"South Asian, general","South Asian, general","South Asian",128000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,3,307681,"South Asian",115527,urd,Urdu,5,6,Islam,5.000,1.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-2.9810674318887,40.035873886
19211SW,SW,Sweden,19211,"South Asian, general","South Asian, general","South Asian",64000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,5.000,0.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,18.089398,59.344459
19211SZ,SZ,Switzerland,19211,"South Asian, general","South Asian, general","South Asian",77000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,2,307681,"South Asian",115527,sin,Sinhala,5,2,Buddhism,5.000,1.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,8.55823,47.362447
19211UK,UK,"United Kingdom",19211,"South Asian, general","South Asian, general","South Asian",3052000,EUR,Europe,10,"Europe, Western",N,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,61,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,3.000,1.500,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,-0.209354,51.481
19211UZ,UZ,Uzbekistan,19211,"South Asian, general","South Asian, general","South Asian",1300,ASI,Asia,5,"Asia, Central",Y,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,1,307681,"South Asian",115527,hin,Hindi,5,5,Hinduism,1.000,0.000,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,69.222552,41.247653
19211YM,YM,Yemen,19211,"South Asian, general","South Asian, general","South Asian",365000,ASI,Asia,6,"Africa, North and Middle East",Y,21,"South Asian Peoples",468,"South Asia - other",12145500,1,Y,N,7,307681,"South Asian",115527,hin,Hindi,5,6,Islam,1.000,0.050,N,"CC0 1.0",https://creativecommons.org/publicdomain/zero/1.0/,,,Y,Y,44.193628,15.338147
14212BM,BM,"Myanmar (Burma)",14212,"South Asian, Odia-speaking","South Asian, Odia-speaking","Odia-speaking South Asian",120000,ASI,Asia,2,"Asia, Southeast",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",120000,1,Y,N,2,306351,"Orisi (Odia)",107677,ory,Odia,5,5,Hinduism,1.000,0.200,N,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,92.896615393985,20.156078242817
15324KU,KU,Kuwait,15324,"South Asian, Telugu-speaking","South Asian, Telugu-speaking","Telugu-speaking South Asian",700,ASI,Asia,6,"Africa, North and Middle East",Y,21,"South Asian Peoples",468,"South Asia - other",1174700,1,Y,N,1,308052,Telugu,109930,tel,Telugu,5,5,Hinduism,4.000,1.000,N,,,,,Y,Y,47.996843077846,29.335817177721
15324MP,MP,Mauritius,15324,"South Asian, Telugu-speaking","South Asian, Telugu-speaking","Telugu-speaking South Asian",20000,AFR,Africa,7,"Africa, East and Southern",N,21,"South Asian Peoples",468,"South Asia - other",1174700,1,Y,N,1,308052,Telugu,109930,tel,Telugu,5,5,Hinduism,3.000,1.000,N,,,,,Y,Y,57.504599,-20.168383
15324MY,MY,Malaysia,15324,"South Asian, Telugu-speaking","South Asian, Telugu-speaking","Telugu-speaking South Asian",126000,ASI,Asia,2,"Asia, Southeast",Y,21,"South Asian Peoples",468,"South Asia - other",1174700,1,Y,N,3,308052,Telugu,109930,tel,Telugu,5,5,Hinduism,4.000,1.500,N,,,,,Y,Y,101.63854352856,3.1157176953154
15324NZ,NZ,"New Zealand",15324,"South Asian, Telugu-speaking","South Asian, Telugu-speaking","Telugu-speaking South Asian",5200,SOP,Oceania,1,"Australia and Pacific",N,21,"South Asian Peoples",468,"South Asia - other",1174700,1,Y,N,1,308052,Telugu,109930,tel,Telugu,5,5,Hinduism,3.000,0.600,N,,,,,Y,Y,174.61783,-36.866937
15324SA,SA,"Saudi Arabia",15324,"South Asian, Telugu-speaking","South Asian, Telugu-speaking","Telugu-speaking South Asian",383000,ASI,Asia,6,"Africa, North and Middle East",Y,21,"South Asian Peoples",468,"South Asia - other",1174700,1,Y,N,8,308052,Telugu,109930,tel,Telugu,5,5,Hinduism,3.000,0.600,N,,,,,Y,Y,46.744651,24.798082
15324US,US,"United States",15324,"South Asian, Telugu-speaking","South Asian, Telugu-speaking","Telugu-speaking South Asian",431000,NAR,"North America",12,"America, North and Caribbean",N,21,"South Asian Peoples",468,"South Asia - other",1174700,1,Y,N,9,308052,Telugu,109930,tel,Telugu,5,5,Hinduism,3.000,0.600,N,,,,,Y,Y,-73.873316,40.745976
19736RS,RS,Russia,19736,Soyot,Soyot,Soyot,4400,ASI,Asia,9,"Europe, Eastern and Eurasia",N,24,"Turkic Peoples",311,Ural-Siberian,4400,1,Y,Y,1,307688,Soyot,115818,tyv,Tuvan,5,2,Buddhism,0.000,0.000,Y,,,,,Y,Y,95.27776521033,50.871485403453
20802CE,CE,"Sri Lanka",20802,"Sri Lanka Chetti","Sri Lanka Chetti","Sri Lanka Chetti",6500,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",6500,1,Y,Y,1,307695,"Sri Lankan Chetti",117309,tam,Tamil,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,80.00913,7.12507
11283CE,CE,"Sri Lanka",11283,"Sri Lanka Moor","Sri Lanka Moor","Sri Lanka Moor",493000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",493000,1,Y,Y,10,307696,"Sri Lankan Moor",101949,tam,Tamil,5,6,Islam,0.000,0.000,Y,,,,,Y,Y,80.02085,6.86817
18684CH,CH,China,18684,Suan,Suan,Suan,300,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",300,1,Y,Y,1,307705,Suan,114311,ywt,"Lalo, Central",0,4,"Ethnic Religions",0.000,0.000,Y,,,,,N,N,99.286339951428,24.196570560683
15612RP,RP,Philippines,15612,"Subanen, Tuboy","Subanen, Tuboy",Subanen,108000,ASI,Asia,2,"Asia, Southeast",N,17,"Malay Peoples",168,"Filipino, Tribal",108000,1,Y,N,2,307708,"Subanon / Subanen",110239,stb,"Subanen, Northern",4,4,"Ethnic Religions",2.000,0.200,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,N,123.58753999957,8.5231999998801
19665RP,RP,Philippines,19665,"Subanon, Kolibugan","Subanon, Kolibugan","Kolibugan Subanon",32000,ASI,Asia,2,"Asia, Southeast",N,17,"Malay Peoples",166,"Filipino, Central",32000,1,Y,N,1,307708,"Subanon / Subanen",109566,skn,"Subanon, Kolibugan",3,6,Islam,0.198,0.198,Y,,,,,Y,Y,122.11626,7.43356
22477SU,SU,Sudan,22477,Subei,Subei,Subei,8000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",248,"Nuba Mountains",8000,1,Y,Y,1,,,119444,apd,"Arabic, Sudanese",4,6,Islam,0.000,0.000,Y,,,,,Y,Y,29.35,11.75
18178IN,IN,India,18178,"Sudh (Hindu traditions)","Sudh (Hindu traditions)","Sudh (Hindu traditions)",64000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",64000,1,Y,Y,1,307716,"Sudh, Hindu",113690,pan,"Punjabi, Eastern",5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,76.549067584152,32.136586890629
18172IN,IN,India,18172,"Sudh (Sikh traditions)","Sudh (Sikh traditions)","Sudh (Sikh traditions)",6300,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",470,"South Asia Sikh - other",6300,1,Y,Y,1,307713,Sud,113684,pan,"Punjabi, Eastern",5,8,"Other / Small",0.000,0.000,Y,,,,,Y,Y,75.902203301442,31.239493012785
18179IN,IN,India,18179,Sudha,Sudha,Sudha,72000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",72000,1,Y,N,1,307714,"Suda / Sudha",113691,ory,Odia,5,5,Hinduism,0.474,,Y,,,,,Y,Y,83.735282883097,21.056777306987
21256IN,IN,India,21256,"Sudha Butka","Sudha Butka","Sudha Butka",5500,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",5500,1,Y,Y,1,307714,"Suda / Sudha",118079,ory,Odia,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,83.174138981037,20.594610422158
18180IN,IN,India,18180,Sudhan,Sudhan,Sudhan,24000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",196000,1,Y,Y,1,307717,Sudhan,113692,kas,Kashmiri,5,6,Islam,0.000,0.000,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,74.31954706559,33.958601824116
18180PK,PK,Pakistan,18180,Sudhan,Sudhan,Sudhan,172000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",196000,1,Y,Y,3,307717,Sudhan,113692,hno,"Hindko, Northern",3,6,Islam,0.000,0.000,Y,"CC BY-SA 3.0",https://creativecommons.org/licenses/by-sa/3.0/,,,Y,Y,73.850136039614,33.894119100589
18181IN,IN,India,18181,Sudra,Sudra,Sudra,7000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",7000,1,Y,N,1,307719,"Sudir / Sudra",113693,mar,Marathi,5,5,Hinduism,2.285,,Y,,,,,Y,Y,75.250446993251,15.351304834372
18185IN,IN,India,18185,Sukiyar,Sukiyar,Sukiyar,4900,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",4900,1,Y,Y,1,307726,Sukiyar,113698,mag,Magahi,4,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,85.777499216406,23.371013771409
18184IN,IN,India,18184,Sukli,Sukli,Sukli,80000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",80000,1,Y,Y,2,307727,Sukli,113697,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,87.796409848181,22.670284804414
14718ID,ID,Indonesia,14718,Sula,Sula,Sula,93000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",222,Maluku-Central,93000,1,Y,Y,2,307733,Sula,108631,szn,Sula,3,6,Islam,0.001,0.000,Y,,,,,Y,N,125.92869,-2.09605
15119ID,ID,Indonesia,15119,Sumbawa,Sumbawa,Sumbawa,464000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",128,Bali-Sasak,464000,1,Y,Y,9,307743,"Sumbawa / Semawa",109602,smw,Sumbawa,0,6,Islam,0.034,0.034,Y,,,,,Y,Y,117.35466,-8.73171
15121ID,ID,Indonesia,15121,Sunda,Sunda,Sunda,38659000,ASI,Asia,2,"Asia, Southeast",Y,17,"Malay Peoples",293,"Sunda-Betawi of Java",38659000,1,Y,N,773,307746,Sunda,109604,sun,Sunda,5,6,Islam,0.490,0.059,Y,,,,,Y,Y,107.60585841673,-6.9110978485869
15125SU,SU,Sudan,15125,Sungor,Sungor,Sungor,24000,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,104000,1,Y,Y,1,307751,Sungor,109609,sjg,Assangori,2,6,Islam,0.000,0.000,N,,,,,N,Y,22.444943053879,13.453088525715
15125CD,CD,Chad,15125,"Sungor, Asungor",Sungor,Sungor,80000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,104000,1,Y,Y,2,307751,Sungor,109609,sjg,Assangori,2,6,Islam,0.020,0.010,Y,,,,,N,Y,21.66878,13.74642
18190BG,BG,Bangladesh,18190,"Sunri (Hindu traditions)","Sunri (Hindu traditions)","Sunri (Hindu traditions)",360000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1112000,1,Y,Y,7,307753,Sunri,113705,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,89.564607212686,25.057285034461
18190IN,IN,India,18190,"Sunri (Hindu traditions)","Sunri (Hindu traditions)","Sunri (Hindu traditions)",644000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1112000,1,Y,N,13,307753,Sunri,113705,ben,Bengali,5,5,Hinduism,0.172,,Y,,,,,Y,Y,87.232206899095,23.327399277728
18190NP,NP,Nepal,18190,"Sunri (Hindu traditions)","Sunri (Hindu traditions)","Sunri (Hindu traditions)",108000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",1112000,1,Y,N,2,307753,Sunri,113705,mai,Maithili,4,5,Hinduism,0.444,,Y,,,,,Y,Y,86.044157861449,27.52655974018
18143IN,IN,India,18143,"Sunri (Muslim traditions)","Sunri (Muslim traditions)","Sunri (Muslim traditions)",17000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",462,"South Asia Muslim - other",17000,1,Y,Y,1,307753,Sunri,113651,gom,"Konkani, Goan",5,6,Islam,0.000,0.000,Y,,,,,Y,Y,75.189286769802,15.263394071971
21257BG,BG,Bangladesh,21257,"Sunri Sadhubanik","Sunri Sadhubanik","Sunri Sadhubanik",252000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",578000,1,Y,Y,5,307754,"Sunri Sadhubanik",118080,ben,Bengali,5,5,Hinduism,0.000,0.000,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,91.076229966564,23.444385930216
21257IN,IN,India,21257,"Sunri Sadhubanik","Sunri Sadhubanik","Sunri Sadhubanik",326000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",578000,1,Y,N,7,307754,"Sunri Sadhubanik",118080,ben,Bengali,5,5,Hinduism,0.168,,Y,"CC BY 2.0",https://creativecommons.org/licenses/by/2.0/,,,Y,Y,87.83166682079,23.432066044586
18152IN,IN,India,18152,Sunuwar,Sunuwar,Sunuwar,101000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",166000,1,Y,N,2,307756,"Sunwar / Sunuwar",109614,npi,Nepali,5,5,Hinduism,3.040,,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,88.745905119286,27.252653378634
18152NP,NP,Nepal,18152,Sunuwar,Sunuwar,Sunuwar,65000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",166000,1,Y,N,1,307756,"Sunwar / Sunuwar",109614,suz,Sunwar,5,5,Hinduism,2.596,,Y,"CC BY-SA 4.0",https://creativecommons.org/licenses/by-sa/4.0/,,,Y,Y,87.452099753043,27.487172277868
18686CH,CH,China,18686,Suodi,Suodi,Suodi,246000,ASI,Asia,3,"Asia, Northeast",Y,23,"Tibetan-Himalayan Peoples",317,"Tibeto-Burman, other",246000,1,Y,N,5,307757,Suodi,114313,iii,Nuosu,4,4,"Ethnic Religions",1.000,0.105,Y,,,,,Y,Y,102.37629199988,26.865701999648
15129CD,CD,Chad,15129,Surbakhal,Surbakhal,Surbakhal,21000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",264,Ouaddai-Fur,21000,1,Y,Y,1,307761,Surbakhal,109619,sbj,Surbakhal,1,6,Islam,0.009,0.000,Y,,,,,N,N,21.62352,13.13337
10604ET,ET,Ethiopia,10604,Suri,Suri,Suri,3800,AFR,Africa,7,"Africa, East and Southern",Y,22,"Sub-Saharan Peoples",245,Nilotic,8000,1,Y,N,1,300761,"Bale (Kacipo)",100844,koe,"Suri, Kacipo-Bale",2,4,"Ethnic Religions",3.000,2.000,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,N,Y,34.989306669068,6.304994075716
10604OD,OD,"South Sudan",10604,Suri,Suri,Suri,4200,AFR,Africa,7,"Africa, East and Southern",N,22,"Sub-Saharan Peoples",245,Nilotic,8000,1,Y,N,1,300761,"Bale (Kacipo)",100844,koe,"Suri, Kacipo-Bale",2,4,"Ethnic Religions",3.000,2.000,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,N,Y,34.768739999851,6.2122300004142
15141GA,GA,Gambia,15141,Susu,Susu,Susu,5200,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",294,Susu,2698300,1,Y,Y,1,307773,Susu,109634,sus,Susu,5,6,Islam,0.000,0.000,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-15.993409,13.206351
15141GV,GV,Guinea,15141,Susu,Susu,Susu,2429000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",294,Susu,2698300,1,Y,N,49,307773,Susu,109634,sus,Susu,5,6,Islam,0.200,0.020,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-13.288909999697,9.0786100000515
15141PU,PU,Guinea-Bissau,15141,Susu,Susu,Susu,6100,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",294,Susu,2698300,1,Y,N,1,307773,Susu,109634,sus,Susu,5,6,Islam,0.500,0.200,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-14.18576,12.62028
15141SG,SG,Senegal,15141,Susu,Susu,Susu,52000,AFR,Africa,8,"Africa, West and Central",Y,22,"Sub-Saharan Peoples",294,Susu,2698300,1,Y,Y,1,307773,Susu,109634,sus,Susu,5,6,Islam,0.010,0.000,N,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-16.276215450583,12.57053854172
15141SL,SL,"Sierra Leone",15141,Susu,Susu,Susu,206000,AFR,Africa,8,"Africa, West and Central",N,22,"Sub-Saharan Peoples",294,Susu,2698300,1,Y,Y,4,307773,Susu,109634,sus,Susu,5,6,Islam,0.060,0.060,Y,"CC BY-SA 2.0",https://creativecommons.org/licenses/by-sa/2.0/,,,Y,Y,-12.39291,9.64275
18130IN,IN,India,18130,"Sutar Lohar","Sutar Lohar","Sutar Lohar",10000,ASI,Asia,4,"Asia, South",Y,21,"South Asian Peoples",442,"South Asia Hindu - other",10000,1,Y,Y,1,307774,Sutar,113637,guj,Gujarati,5,5,Hinduism,0.000,0.000,Y,,,,,Y,Y,71.25819470559,21.704314724692
